relative_path	original_path	source_stage	size_bytes	sha256	paper_role	paper_package_path
data/frozen/bert_legacy/tables/exp7_bert_context_disagreement.csv	tables(1).zip!/tables/exp7_bert_context_disagreement.csv	bert_legacy	27593	89fbaa9696eceb1e7c49df3219c109a1b7986b2008ea6bfb98a62ba161bc4a48	frozen_evidence	data/original/tables/exp7_bert_context_disagreement.csv
data/frozen/bert_legacy/tables/exp8_routing_sanity_dose0.csv	tables(1).zip!/tables/exp8_routing_sanity_dose0.csv	bert_legacy	483	2f5d6c2f8a76cfaa3d9c4ed6d59f6bf9a769fa3668bd8890af337f198e54a0d2	frozen_evidence	data/original/tables/exp8_routing_sanity_dose0.csv
data/frozen/bert_legacy/tables/exp9_routing_sanity_dose_grid_convex.csv	tables(1).zip!/tables/exp9_routing_sanity_dose_grid_convex.csv	bert_legacy	5662	17bc6487d8162db785e36815d229e53094303e5ed35acabb52d193976713a4d1	frozen_evidence	data/original/tables/exp9_routing_sanity_dose_grid_convex.csv
data/frozen/llm/v23/table_v23_claim_locking_matrix.csv	PIER_LLM_ECOSYSTEM_GOLDMINE_V2_3_INTERFACE_VALIDATION_RESULTS.zip!/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_3_INTERFACE_VALIDATION_RESULTS/tables/table_6_final_claim_locking_matrix.csv	llm	4143	c7704951e89f62250ea83b7a60ca767bd8bdc45f20059c47ad9de08e544d76f0	frozen_evidence	data/table_v23_claim_locking_matrix.csv
data/frozen/llm/v23/table_v23_distributed_convex_coverage.csv	PIER_LLM_ECOSYSTEM_GOLDMINE_V2_3_INTERFACE_VALIDATION_RESULTS.zip!/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_3_INTERFACE_VALIDATION_RESULTS/tables/table_4_distributed_convex_coverage.csv	llm	5334	7bf44c7d152ada13d3fddf69e3943d7a43d32ebaf508ce08c8c21f03e5f9d1e7	frozen_evidence	data/table_v23_distributed_convex_coverage.csv
data/frozen/llm/v23/table_v23_endpoint_claim_comparison.csv	PIER_LLM_ECOSYSTEM_GOLDMINE_V2_3_INTERFACE_VALIDATION_RESULTS.zip!/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_3_INTERFACE_VALIDATION_RESULTS/tables/table_2_endpoint_claim_comparison.csv	llm	2928	d2eb7971c0eaeca6259e50562258e95f03a1c2e7f96326a439273b298aecb3cf	frozen_evidence	data/table_v23_endpoint_claim_comparison.csv
data/frozen/llm/v23/table_v23_generation_validation.csv	PIER_LLM_ECOSYSTEM_GOLDMINE_V2_3_INTERFACE_VALIDATION_RESULTS.zip!/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_3_INTERFACE_VALIDATION_RESULTS/tables/table_5_generation_validation.csv	llm	3514	4f1a4228bc4873cc99d7ff740641ad8cf4a362766fe1ded908f81822a02b95b8	frozen_evidence	data/table_v23_generation_validation.csv
data/frozen/llm/v23/table_v23_sibling_coverage.csv	PIER_LLM_ECOSYSTEM_GOLDMINE_V2_3_INTERFACE_VALIDATION_RESULTS.zip!/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_3_INTERFACE_VALIDATION_RESULTS/tables/table_3_sibling_coverage.csv	llm	1810	8bb2a15c7c12561d75a6aaec84459164a823ba3d63ae5bedd330d3397bc414a0	frozen_evidence	data/table_v23_sibling_coverage.csv
data/frozen/llm/v2/control_results.json	PIER_LLM_ECOSYSTEM_GOLDMINE_V2_RESULTS.zip!/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_RESULTS/controls/control_results.json	llm	6195	68fad9e020ac916abf26309f8105adecc203a9e33587788e58b630c705f19a81	frozen_evidence	data/v2/control_results.json
data/frozen/llm/v2/table1_ecosystem_manifest.csv	PIER_LLM_ECOSYSTEM_GOLDMINE_V2_RESULTS.zip!/PIER_LLM_ECOSYSTEM_GOLDMINE_V2_RESULTS/tables/table1_ecosystem_manifest.csv	llm	1427	1044a3cdaaa1762ab0f20efc139ef968324a8dfa39d5a355a62fdff12f5b673f	frozen_evidence	data/v2/table1_ecosystem_manifest.csv
