target,family,split_seed,dose,weight_source,mean_total_variation,mean_jensen_shannon_divergence,top1_semantic_answer_agreement,correctness_agreement,vector_overall_total_variation,vector_endpoint_delta,scalar_endpoint_delta,endpoint_direction_support,fit_selected_single_peer,single_peer_overall_total_variation,vector_convexity_improvement,scalar_convexity_improvement,convexity_direction_support,vector_sibling_removal_inflation,scalar_sibling_removal_inflation,sibling_direction_support,scalar_vector_weight_l1_change,scalar_vector_weight_l2_change
microsoft/phi-4,content_deletion,20260831,0.40000000000000002,scalar_fitted,0.44479979096273153,0.19010383480459814,0.59642857142857142,0.80476190476190468,0.41951794555768468,0.051823624514147015,0.011548336560769812,True,TIGER-Lab/General-Reasoner-Qwen2.5-7B,0.45409563483975957,0.034577689282074886,0.022734946245061477,True,0.0078725508908226161,0.0076113971893588817,True,0.223017935228841,0.10285882289248217
microsoft/phi-4,content_deletion,20260831,0,vector_fitted,0.4007809640072133,0.17367766613741042,0.6785714285714286,0.8571428571428571,0.42616686334365073,0.049562403288486157,0.011548336560769812,True,TIGER-Lab/General-Reasoner-Qwen2.5-7B,0.45409563483975957,0.02792877149610884,0.022734946245061477,True,0.0078725508908226161,0.0076113971893588817,True,0.223017935228841,0.10285882289248217
microsoft/phi-4,content_deletion,20260831,0.10000000000000001,vector_fitted,0.41498915319964613,0.17732564976532553,0.67738095238095242,0.85595238095238091,0.42616686334365073,0.049562403288486157,0.011548336560769812,True,TIGER-Lab/General-Reasoner-Qwen2.5-7B,0.45409563483975957,0.02792877149610884,0.022734946245061477,True,0.0078725508908226161,0.0076113971893588817,True,0.223017935228841,0.10285882289248217
microsoft/phi-4,content_deletion,20260831,0.20000000000000001,vector_fitted,0.42665567455514131,0.1807342172305571,0.65833333333333321,0.8392857142857143,0.42616686334365073,0.049562403288486157,0.011548336560769812,True,TIGER-Lab/General-Reasoner-Qwen2.5-7B,0.45409563483975957,0.02792877149610884,0.022734946245061477,True,0.0078725508908226161,0.0076113971893588817,True,0.223017935228841,0.10285882289248217
microsoft/phi-4,content_deletion,20260831,0.29999999999999999,vector_fitted,0.43806515766055326,0.18479213699733379,0.64761904761904765,0.82976190476190481,0.42616686334365073,0.049562403288486157,0.011548336560769812,True,TIGER-Lab/General-Reasoner-Qwen2.5-7B,0.45409563483975957,0.02792877149610884,0.022734946245061477,True,0.0078725508908226161,0.0076113971893588817,True,0.223017935228841,0.10285882289248217
microsoft/phi-4,content_deletion,20260831,0.40000000000000002,vector_fitted,0.45034336729569946,0.19138916522584623,0.60119047619047628,0.81428571428571428,0.42616686334365073,0.049562403288486157,0.011548336560769812,True,TIGER-Lab/General-Reasoner-Qwen2.5-7B,0.45409563483975957,0.02792877149610884,0.022734946245061477,True,0.0078725508908226161,0.0076113971893588817,True,0.223017935228841,0.10285882289248217
microsoft/phi-4,content_deletion,20260832,0,scalar_fitted,0.39766951832439301,0.17222332190503137,0.6964285714285714,0.82499999999999996,0.42616949738925014,0.0555159991033084,-0.00569770948181475,False,Qwen/Qwen2.5-7B-Instruct,0.47106306739355064,0.044893570004300498,0.020662169317102824,True,0.0019070018784737575,0.004270519540905876,True,0.19938540040650185,0.10552558286527618
microsoft/phi-4,content_deletion,20260832,0.10000000000000001,scalar_fitted,0.41662760777506364,0.17950102742115528,0.63809523809523816,0.79880952380952386,0.42616949738925014,0.0555159991033084,-0.00569770948181475,False,Qwen/Qwen2.5-7B-Instruct,0.47106306739355064,0.044893570004300498,0.020662169317102824,True,0.0019070018784737575,0.004270519540905876,True,0.19938540040650185,0.10552558286527618
microsoft/phi-4,content_deletion,20260832,0.20000000000000001,scalar_fitted,0.42322217107302246,0.18049810669142877,0.63095238095238093,0.80476190476190468,0.42616949738925014,0.0555159991033084,-0.00569770948181475,False,Qwen/Qwen2.5-7B-Instruct,0.47106306739355064,0.044893570004300498,0.020662169317102824,True,0.0019070018784737575,0.004270519540905876,True,0.19938540040650185,0.10552558286527618
microsoft/phi-4,content_deletion,20260832,0.29999999999999999,scalar_fitted,0.44014267234606991,0.18851785663991535,0.59404761904761894,0.79166666666666663,0.42616949738925014,0.0555159991033084,-0.00569770948181475,False,Qwen/Qwen2.5-7B-Instruct,0.47106306739355064,0.044893570004300498,0.020662169317102824,True,0.0019070018784737575,0.004270519540905876,True,0.19938540040650185,0.10552558286527618
