ContextType,ContextLabel,TargetModel,Dose,MeanPIER,StdPIER,NumEvalPoints,NumFitPoints,ContextRawSize
negation,no_negation,RoBERTa,0.2,0.040716373104880944,0.12037333396549488,100,1000,675
negation,no_negation,RoBERTa,0.30000000000000004,0.04720493729861395,0.11051324256762235,100,1000,675
negation,no_negation,RoBERTa,0.4,0.07164500534853642,0.1484229045808614,100,1000,675
negation,no_negation,RoBERTa,0.5,0.07840523817151775,0.10985461500539916,100,1000,675
negation,no_negation,RoBERTa,0.6000000000000001,0.11664811647133325,0.17483773384581322,100,1000,675
negation,no_negation,RoBERTa,0.7000000000000001,0.10209878535937687,0.1378099017047312,100,1000,675
negation,no_negation,RoBERTa,0.8,0.13906619339609969,0.13352089129608516,100,1000,675
negation,no_negation,RoBERTa,0.9,0.14966344364616055,0.1435589559161202,100,1000,675
negation,no_negation,ALBERT,0.0,0.23253760445234012,0.1472483443689502,100,1000,675
negation,no_negation,ALBERT,0.1,0.2323287847010806,0.12165324355400264,100,1000,675
negation,no_negation,ALBERT,0.2,0.24333860920426673,0.10395724940917517,100,1000,675
negation,no_negation,ALBERT,0.30000000000000004,0.22310316981469813,0.08972948273475924,100,1000,675
negation,no_negation,ALBERT,0.4,0.20323399485248245,0.08547583595830392,100,1000,675
negation,no_negation,ALBERT,0.5,0.1853514086969565,0.09886492755132607,100,1000,675
negation,no_negation,ALBERT,0.6000000000000001,0.17956995842521167,0.0936920111086649,100,1000,675
negation,no_negation,ALBERT,0.7000000000000001,0.1825824819768189,0.10487217808789778,100,1000,675
negation,no_negation,ALBERT,0.8,0.14501687636619714,0.10994066213530385,100,1000,675
negation,no_negation,ALBERT,0.9,0.12491829759072798,0.1113219719241142,100,1000,675
negation,no_negation,XLNet,0.0,0.047927422349207084,0.11492917973659382,100,1000,675
negation,no_negation,XLNet,0.1,0.057450774921627604,0.12611019925813216,100,1000,675
negation,no_negation,XLNet,0.2,0.05923603536043459,0.10674772384613918,100,1000,675
negation,no_negation,XLNet,0.30000000000000004,0.08816003794349263,0.11650822639496246,100,1000,675
negation,no_negation,XLNet,0.4,0.11621239838046993,0.10913284939328262,100,1000,675
negation,no_negation,XLNet,0.5,0.11446644301114174,0.10145519567542088,100,1000,675
negation,no_negation,XLNet,0.6000000000000001,0.1446645215554445,0.15800300691280963,100,1000,675
negation,no_negation,XLNet,0.7000000000000001,0.10046597778471632,0.09297739160115145,100,1000,675
negation,no_negation,XLNet,0.8,0.12827517710755335,0.10997409456920587,100,1000,675
negation,no_negation,XLNet,0.9,0.15433782775147314,0.10914947492842672,100,1000,675
