ContextType,ContextLabel,TargetModel,Dose,MeanPIER,StdPIER,NumEvalPoints,NumFitPoints,ContextRawSize
sentiment,sent_strong_negative_(p<=0.2),XLNet,0.7000000000000001,0.1387273727844986,0.12554796879319507,100,1000,406
sentiment,sent_strong_negative_(p<=0.2),XLNet,0.8,0.13865980577548925,0.11837113310813777,100,1000,406
sentiment,sent_strong_negative_(p<=0.2),XLNet,0.9,0.14719952665822997,0.11214874155612428,100,1000,406
sentiment,sent_strong_positive_(p>=0.8),BERT,0.0,0.05864285892151946,0.16019121497436495,100,1000,438
sentiment,sent_strong_positive_(p>=0.8),BERT,0.1,0.07667415995260207,0.19088590908478095,100,1000,438
sentiment,sent_strong_positive_(p>=0.8),BERT,0.2,0.11789278300324867,0.2340439040547084,100,1000,438
sentiment,sent_strong_positive_(p>=0.8),BERT,0.30000000000000004,0.11962418413993962,0.15895051449393982,100,1000,438
sentiment,sent_strong_positive_(p>=0.8),BERT,0.4,0.15356289663110728,0.19081840659962906,100,1000,438
sentiment,sent_strong_positive_(p>=0.8),BERT,0.5,0.1714881673050584,0.21753705129265533,100,1000,438
sentiment,sent_strong_positive_(p>=0.8),BERT,0.6000000000000001,0.18546215939396407,0.18954170235604956,100,1000,438
sentiment,sent_strong_positive_(p>=0.8),BERT,0.7000000000000001,0.16664126977044588,0.16163017732164425,100,1000,438
sentiment,sent_strong_positive_(p>=0.8),BERT,0.8,0.19648289449291823,0.16159188265720995,100,1000,438
sentiment,sent_strong_positive_(p>=0.8),BERT,0.9,0.2159980163664531,0.14614934926041795,100,1000,438
sentiment,sent_strong_positive_(p>=0.8),DistilBERT,0.0,0.49284882335073715,0.22053842696017734,100,1000,438
sentiment,sent_strong_positive_(p>=0.8),DistilBERT,0.1,0.4801220536086042,0.17783428260474402,100,1000,438
sentiment,sent_strong_positive_(p>=0.8),DistilBERT,0.2,0.454102493204749,0.19020027009725593,100,1000,438
