Eval_Point,BERT_Uniqueness_R,BERT_Redundancy_R,DistilBERT_Uniqueness_R,DistilBERT_Redundancy_R,RoBERTa_Uniqueness_R,RoBERTa_Redundancy_R,ALBERT_Uniqueness_R,ALBERT_Redundancy_R,XLNet_Uniqueness_R,XLNet_Redundancy_R
Sample 53 $\theta=0.50$,0.07923566241232871,5.551115123125783e-16,0.18985332650778708,5.551115123125783e-17,0.010721928306832496,3.3306690738754696e-16,0.13187523259332767,4.440892098500626e-16,0.10264898306434067,1.1102230246251565e-16
Sample 53 $\theta=0.60$,0.07279525632744654,6.661338147750939e-16,0.12429411771904914,1.6653345369377348e-16,0.01515150371726559,3.3306690738754696e-16,0.15597365084514891,3.885780586188048e-16,0.08980374094281007,1.1102230246251565e-16
Sample 53 $\theta=0.70$,0.1375652375712889,6.661338147750939e-16,0.07025514016859696,2.7755575615628914e-16,0.07634911506458175,1.1102230246251565e-16,0.14397621872531896,3.885780586188048e-16,0.05410145556795143,7.771561172376096e-16
Sample 53 $\theta=0.80$,0.12398014459935092,5.551115123125783e-16,0.4209256491451495,2.393918396847994e-16,0.03178875078894139,3.3306690738754696e-16,0.018139627550045667,4.440892098500626e-16,0.04969710894867563,3.3306690738754696e-16
Sample 53 $\theta=0.90$,0.08255312250077407,3.3306690738754696e-16,0.05100073136125277,3.885780586188048e-16,0.25010012854656716,9.992007221626409e-16,0.11242216097339286,2.7755575615628914e-16,0.14892996219280197,1.1102230246251565e-15
Sample 54 $\theta=0.00$,0.002885102100012027,5.551115123125783e-16,0.5201513500843271,1.1102230246251565e-16,0.0012339890005637066,4.440892098500626e-16,0.2922411693488651,7.771561172376096e-16,0.03174969237045211,4.440892098500626e-16
Sample 54 $\theta=0.10$,0.005984887167487352,5.551115123125783e-16,0.5479103523420881,1.6653345369377348e-16,0.002204035732391363,5.551115123125783e-16,0.3091481104278364,7.771561172376096e-16,0.034071598950411786,4.440892098500626e-16
Sample 54 $\theta=0.20$,0.09242544395438201,6.661338147750939e-16,0.07798580340202482,2.220446049250313e-16,0.016876484594972152,4.440892098500626e-16,0.17702667728096544,4.440892098500626e-16,0.10247803660653998,1.1102230246251565e-16
Sample 54 $\theta=0.30$,0.08284340623952702,6.661338147750939e-16,0.027953970614067125,2.7755575615628914e-16,0.009097187585605404,3.3306690738754696e-16,0.22550235479089098,3.885780586188048e-16,0.09252875730897758,1.1102230246251565e-16
Sample 54 $\theta=0.40$,0.08704516572106824,6.661338147750939e-16,0.10739091849619736,1.6653345369377348e-16,0.017054006089322282,2.220446049250313e-16,0.17708530297882075,3.885780586188048e-16,0.08392568632537223,2.220446049250313e-16
Sample 54 $\theta=0.50$,0.17344755553467284,5.551115123125783e-16,0.18055153792615947,1.1102230246251565e-16,0.27505313140644294,1.1102230246251565e-15,0.05159724792579873,3.885780586188048e-16,0.3018451052801365,1.9984014443252818e-15
Sample 54 $\theta=0.60$,0.04002936018051573,3.3306690738754696e-16,0.2643817212464274,2.7755575615628914e-17,0.12379425800644506,1.1102230246251565e-16,0.03890212486548289,4.440892098500626e-16,0.0428390672220087,3.3306690738754696e-16
Sample 54 $\theta=0.70$,0.16385102741240987,1.1102230246251565e-16,0.26032954100388905,5.551115123125783e-17,0.20721990742809315,6.661338147750939e-16,0.029404370125874935,3.3306690738754696e-16,0.0008530630341220258,4.440892098500626e-16
Sample 54 $\theta=0.80$,0.10032872816250205,6.661338147750939e-16,0.42340811830723146,2.42861286636753e-16,0.09027638461288101,0.0,0.07383166426201793,3.885780586188048e-16,0.030346764309851837,6.661338147750939e-16
Sample 54 $\theta=0.90$,0.2162541130408493,7.771561172376096e-16,0.41743665652014983,2.2898349882893854e-16,0.034956046620878034,3.3306690738754696e-16,0.05009148866337809,4.440892098500626e-16,0.0445490207879764,7.771561172376096e-16
Sample 55 $\theta=0.00$,0.04030086892773846,3.469446951953614e-18,0.26405108831544233,3.885780586188048e-16,0.06532039147547876,2.3245294578089215e-16,0.15340798307502915,1.3877787807814457e-17,0.08374626091042447,4.0245584642661925e-16
Sample 55 $\theta=0.10$,0.0175136318458331,2.0816681711721685e-17,0.20431995100486872,2.7755575615628914e-16,0.051834117356438,1.8735013540549517e-16,0.11440249476429082,6.938893903907228e-18,0.05320129320908382,2.498001805406602e-16
Sample 55 $\theta=0.20$,0.04785170872378988,1.9081958235744878e-17,0.19327402329214122,3.3306690738754696e-16,0.042953124531997205,1.3357370765021415e-16,0.07291771699978489,5.551115123125783e-17,0.04341209728140672,1.942890293094024e-16
Sample 55 $\theta=0.30$,0.24722482841230492,8.326672684688674e-17,0.1547959310964061,5.551115123125783e-17,0.060131942182551024,2.220446049250313e-16,0.148488623077149,3.3306690738754696e-16,0.08850545094354029,2.220446049250313e-16
Sample 55 $\theta=0.40$,0.07301090459616022,5.551115123125783e-16,0.15030796799318613,1.1102230246251565e-16,0.008835064323992503,3.3306690738754696e-16,0.14991349213897776,3.885780586188048e-16,0.10374842065353107,1.1102230246251565e-16
Sample 55 $\theta=0.50$,0.525682260759608,8.881784197001252e-16,0.115823936849416,1.1102230246251565e-16,0.3583823645441482,2.005340338229189e-15,0.09522196719753606,2.220446049250313e-16,0.02390711957670133,3.885780586188048e-16
Sample 55 $\theta=0.60$,0.010819088479015138,4.440892098500626e-16,0.2132209118170434,2.7755575615628914e-17,0.09782470292657885,1.1102230246251565e-16,0.08546375146865226,4.440892098500626e-16,0.04104854541864944,3.3306690738754696e-16
Sample 55 $\theta=0.70$,0.21968667521520835,1.1102230246251565e-16,0.3240582514054227,1.3877787807814457e-16,0.203865750096627,6.661338147750939e-16,0.09941397167027466,3.3306690738754696e-16,0.025266810405975004,2.220446049250313e-16
Sample 55 $\theta=0.80$,0.21403004894689148,6.661338147750939e-16,0.3834433866608984,1.6653345369377348e-16,0.1101493306923691,1.1102230246251565e-16,0.035505704663530646,3.885780586188048e-16,0.1270959582553639,1.2212453270876722e-15
Sample 55 $\theta=0.90$,0.3242766220465121,7.771561172376096e-16,0.33681000082136386,9.71445146547012e-17,0.14771907797760897,3.3306690738754696e-16,0.055239173837741684,3.885780586188048e-16,0.2816291129269617,1.887379141862766e-15
Sample 56 $\theta=0.00$,0.0002673021406776055,5.551115123125783e-16,0.38575018595047794,1.1102230246251565e-16,0.00015450241185610558,4.440892098500626e-16,0.2207310754463071,6.661338147750939e-16,0.023442785698045254,5.551115123125783e-16
Sample 56 $\theta=0.10$,0.0007183207006782322,5.551115123125783e-16,0.4246502993281298,1.1102230246251565e-16,0.00034595356149336176,4.440892098500626e-16,0.2433527062556322,7.771561172376096e-16,0.025692638966754,5.551115123125783e-16
Sample 56 $\theta=0.20$,0.0007810432032997472,5.551115123125783e-16,0.46094867633578884,0.0,0.0005353323945589405,4.440892098500626e-16,0.2639846561851442,7.771561172376096e-16,0.027835437295847365,5.551115123125783e-16
Sample 56 $\theta=0.30$,0.08266888199223743,6.661338147750939e-16,0.0933582750787047,5.551115123125783e-16,0.009091920971864509,2.220446049250313e-16,0.29479978074557267,3.885780586188048e-16,0.08522192541827556,2.220446049250313e-16
Sample 56 $\theta=0.40$,0.08001399992875524,6.661338147750939e-16,0.09223858116763922,5.551115123125783e-16,0.010219207549239329,2.220446049250313e-16,0.2947587792234402,3.885780586188048e-16,0.08646534012696427,1.1102230246251565e-16
Sample 56 $\theta=0.50$,0.15190079656113786,7.771561172376096e-16,0.12052010375450595,1.6653345369377348e-16,0.09988862642602414,8.881784197001252e-16,0.14485780209191568,3.885780586188048e-16,0.1430558327958822,1.1102230246251565e-16
Sample 56 $\theta=0.60$,0.09483246306738757,6.661338147750939e-16,0.11905966921611327,1.6653345369377348e-16,0.031445727413760505,1.1102230246251565e-16,0.16367928337284543,3.885780586188048e-16,0.05929958158808979,3.3306690738754696e-16
Sample 56 $\theta=0.70$,0.09425916488871244,6.661338147750939e-16,0.016236332203347137,2.7755575615628914e-16,0.013116250236780536,2.220446049250313e-16,0.20930698462575126,3.885780586188048e-16,0.0638783419719734,2.220446049250313e-16
Sample 56 $\theta=0.80$,0.14250701432180968,6.661338147750939e-16,0.15568172452328694,5.551115123125783e-16,0.040158225899601496,4.440892098500626e-16,0.3151438484432628,3.885780586188048e-16,0.07875034266135161,2.220446049250313e-16
Sample 56 $\theta=0.90$,0.1029797266442618,2.220446049250313e-16,0.20223939574895872,5.551115123125783e-17,0.12055627576592065,2.220446049250313e-16,0.03663174268936947,4.440892098500626e-16,0.06357840852062124,2.220446049250313e-16
Sample 57 $\theta=0.00$,0.07061250766089802,6.418476861114186e-17,0.3292853984834613,1.6653345369377348e-16,0.011913337794875313,1.3379054808471125e-16,0.4141599569440063,3.3306690738754696e-16,0.06637788023251849,3.686287386450715e-16
Sample 57 $\theta=0.10$,0.03189704379192253,6.938893903907228e-18,0.1659142350298602,0.0,0.027489072900248553,1.6263032587282567e-16,0.29141763581111846,2.7755575615628914e-16,0.06893252983421569,3.8337388819087437e-16
Sample 57 $\theta=0.20$,0.009345733919362517,1.431146867680866e-17,0.34580610247236604,4.996003610813204e-16,0.0022878164584773267,1.3379054808471125e-16,0.17014590713438266,0.0,0.030232101314382073,1.4007892068512717e-16
Sample 57 $\theta=0.30$,0.09767627307478578,1.6653345369377348e-16,0.037877573725212776,2.7755575615628914e-16,0.07010303886164282,3.365363543395006e-16,0.13535875422099092,2.220446049250313e-16,0.10574306331067815,5.950101522600448e-16
Sample 57 $\theta=0.40$,0.07998393522890401,6.661338147750939e-16,0.012687562277911346,3.3306690738754696e-16,0.014713689846874711,2.220446049250313e-16,0.23042480171436386,3.885780586188048e-16,0.0852698508882418,2.220446049250313e-16
Sample 57 $\theta=0.50$,0.1303473265415831,2.220446049250313e-16,0.05143086619302928,3.885780586188048e-16,0.07095742574106534,3.469446951953614e-16,0.0977821152928886,2.220446049250313e-16,0.10981663733751268,6.522560269672795e-16
Sample 57 $\theta=0.60$,0.035812313184796246,6.938893903907228e-18,0.12392894286068751,5.551115123125783e-17,0.014412068177626362,8.066464163292153e-17,0.25569733961165175,2.220446049250313e-16,0.07449219420012938,4.0505793164058446e-16
Sample 57 $\theta=0.70$,0.142661284665502,5.551115123125783e-16,0.2799460216018401,2.7755575615628914e-17,0.18784444844425274,5.551115123125783e-16,0.03901941525051911,3.885780586188048e-16,0.20420258901812305,1.4432899320127035e-15
Sample 57 $\theta=0.80$,0.06855569561965613,5.551115123125783e-16,0.1436687669148578,1.6653345369377348e-16,0.12109586740579892,3.3306690738754696e-16,0.07466793203065025,3.3306690738754696e-16,0.0639629835730956,7.771561172376096e-16
Sample 57 $\theta=0.90$,0.25849381070115285,7.771561172376096e-16,0.11087810572266277,1.6653345369377348e-16,0.057682192669198606,1.1102230246251565e-16,0.07196010239657358,2.7755575615628914e-16,0.15379984900433497,1.2212453270876722e-15
Sample 58 $\theta=0.00$,0.00023960136130252163,5.551115123125783e-16,0.6240732544620284,2.7755575615628914e-16,3.988849802905037e-05,5.551115123125783e-16,0.3575736744256355,7.771561172376096e-16,0.0373363223480887,4.440892098500626e-16
Sample 58 $\theta=0.10$,4.101127336353372e-05,5.551115123125783e-16,0.657763692154058,3.3306690738754696e-16,0.00022688638537582406,5.551115123125783e-16,0.3766577031621512,7.771561172376096e-16,0.03952116177763121,4.440892098500626e-16
Sample 58 $\theta=0.20$,0.00457802867737056,5.551115123125783e-16,0.5292609103767274,1.1102230246251565e-16,0.0010792082889621302,5.551115123125783e-16,0.2920203950114013,7.771561172376096e-16,0.03711311775968551,4.440892098500626e-16
Sample 58 $\theta=0.30$,0.08366012038002923,6.661338147750939e-16,0.08510001487031882,2.220446049250313e-16,0.007775212011530197,3.3306690738754696e-16,0.19316516380613802,3.885780586188048e-16,0.09702343148636616,1.1102230246251565e-16
Sample 58 $\theta=0.40$,0.36738900444328393,9.992007221626409e-16,0.004209268774381325,3.3306690738754696e-16,0.2001317201819921,1.3322676295501878e-15,0.16095202582240353,2.7755575615628914e-16,0.04856854151963497,2.220446049250313e-16
Sample 58 $\theta=0.50$,0.0819088976277107,5.551115123125783e-16,0.30555087432500805,8.326672684688674e-17,0.009247229389246048,4.440892098500626e-16,0.06615907599719084,4.440892098500626e-16,0.10957190134403838,1.1102230246251565e-16
Sample 58 $\theta=0.60$,0.09090241637669982,6.661338147750939e-16,0.059257046523254475,2.220446049250313e-16,0.023178483897604463,2.220446049250313e-16,0.204144360474515,3.885780586188048e-16,0.07141412646119094,2.220446049250313e-16
Sample 58 $\theta=0.70$,0.1734180472395599,6.661338147750939e-16,0.07109435226085159,2.220446049250313e-16,0.07308618223816965,6.661338147750939e-16,0.1451593599743103,3.3306690738754696e-16,0.07737735026292147,1.1102230246251565e-16
Sample 58 $\theta=0.80$,0.20251774019338253,6.661338147750939e-16,0.4148180426569066,2.185751579730777e-16,0.0820196511200002,0.0,0.051224888202751395,3.885780586188048e-16,0.08570725557107339,9.992007221626409e-16
Sample 58 $\theta=0.90$,0.2519133839256842,6.661338147750939e-16,0.3712050831832557,1.6653345369377348e-16,0.0558280914942062,1.1102230246251565e-16,0.07957381742885772,3.3306690738754696e-16,0.132926348156298,1.1102230246251565e-15
Sample 59 $\theta=0.00$,1.7574386038369584e-05,7.37257477290143e-18,0.12396031448710465,1.6653345369377348e-16,0.0004180189797790576,5.160802341031001e-17,0.0708849461556338,1.0842021724855044e-17,0.007978895638847945,3.5019730171281793e-17
Sample 59 $\theta=0.10$,3.606577326041626e-05,1.3118846287074604e-17,0.22719629277668488,3.0531133177191805e-16,0.0004975723800029895,9.345822726825048e-17,0.13015825886471558,2.0383000842727483e-17,0.014179319563019757,6.163689350580093e-17
Sample 59 $\theta=0.20$,4.988913064126171e-05,1.951563910473908e-17,0.3348067072434756,4.440892098500626e-16,0.000446869663275503,1.3595895242968226e-16,0.19197386058938465,3.0357660829594124e-17,0.020559363826396698,8.895878825243564e-17
Sample 59 $\theta=0.30$,0.06473481026262874,5.919743861770854e-17,0.22194552388371858,8.326672684688674e-17,0.006420432684118717,7.068998164605489e-17,0.3181893831189816,2.7755575615628914e-16,0.05988945376768216,3.257485427232698e-16
Sample 59 $\theta=0.40$,0.06447422113273675,5.095750210681871e-17,0.08343557731398826,1.1102230246251565e-16,0.006776419918965633,1.691355389077387e-17,0.2388362980640373,2.220446049250313e-16,0.06804906491067719,3.608224830031759e-16
Sample 59 $\theta=0.50$,0.0620612317622528,3.9898639947466563e-17,0.005124821417538061,2.220446049250313e-16,0.0004410039286240307,4.683753385137379e-17,0.18975572079864123,2.220446049250313e-16,0.07929562147374246,4.189357194483989e-16
Sample 59 $\theta=0.60$,0.27905173999820065,1.1102230246251565e-16,0.025510146420434643,2.220446049250313e-16,0.14004635435093393,4.440892098500626e-16,0.14991916682829598,3.885780586188048e-16,0.1703280022679724,3.3306690738754696e-16
Sample 59 $\theta=0.70$,0.5820358202685548,4.787836793695988e-16,0.18347735923470876,1.6653345369377348e-16,0.9452565221923089,4.6629367034256575e-15,0.2083355980358337,3.3306690738754696e-16,0.620406952103522,3.219646771412954e-15
Sample 59 $\theta=0.80$,0.1516475818630007,1.0061396160665481e-16,0.34472421269739006,2.636779683484747e-16,0.11844266109600743,7.147060721024445e-16,0.335405807008059,2.7755575615628914e-16,0.16458463360768802,7.216449660063518e-16
Sample 59 $\theta=0.90$,0.09551250109369303,4.163336342344337e-17,0.3625606807942187,2.7755575615628914e-16,0.10690043404029226,6.800116025829084e-16,0.34339050666422727,2.7755575615628914e-16,0.11366654537944047,4.718447854656915e-16
Sample 60 $\theta=0.00$,0.005890773257258907,1.8214596497756474e-17,0.3675151500848732,4.996003610813204e-16,0.0009360736867889343,1.5612511283791264e-16,0.19217389220832568,1.3877787807814457e-17,0.031056305289750036,1.4246416546459528e-16
Sample 60 $\theta=0.10$,0.039723550356671584,9.71445146547012e-17,0.41469407293949734,5.551115123125783e-16,0.006688727606319264,1.8041124150158794e-16,0.21562028495127394,1.3877787807814457e-17,0.07595004075682923,3.883612181843077e-16
Sample 60 $\theta=0.20$,0.00504701705431523,2.6020852139652106e-17,0.47791760173977355,6.661338147750939e-16,0.001495559067558111,2.0296264668928643e-16,0.2556850400716239,2.0816681711721685e-17,0.03873895475344742,1.7694179454963432e-16
Sample 60 $\theta=0.30$,0.0027095394118566134,2.688821387764051e-17,0.4555772814789816,6.106226635438361e-16,0.0016427857255457605,1.93421667571414e-16,0.24789455274551558,2.7755575615628914e-17,0.03592298315923538,1.6393136847980827e-16
Sample 60 $\theta=0.40$,0.4465871086080152,6.661338147750939e-16,0.025039422649634158,3.3306690738754696e-16,0.07039377924111251,4.718447854656915e-16,0.05327092058284161,2.7755575615628914e-16,0.3020648764596873,1.7061005386231898e-15
Sample 60 $\theta=0.50$,0.06053466257375287,4.5102810375396984e-17,0.12070196099066172,1.1102230246251565e-16,0.006630910220725702,3.469446951953614e-17,0.2581194607220114,2.220446049250313e-16,0.06747976258692273,3.642919299551295e-16
Sample 60 $\theta=0.60$,0.42622001937127435,8.881784197001252e-16,0.026109644367254103,2.7755575615628914e-16,0.26381152362477667,1.609823385706477e-15,0.05532608043592535,2.7755575615628914e-16,0.011092424690713643,3.3306690738754696e-16
Sample 60 $\theta=0.70$,0.0280080235495489,3.3306690738754696e-16,0.11153641579122331,2.220446049250313e-16,0.19845240537262776,7.771561172376096e-16,0.0085786871044915,2.7755575615628914e-16,0.1851055684553058,1.27675647831893e-15
Sample 60 $\theta=0.80$,0.07832236876714105,4.5102810375396984e-17,0.09446807974440447,1.1102230246251565e-16,0.061521756631563895,3.1051550219984847e-16,0.22605694994622685,2.220446049250313e-16,0.013014337011710508,1.3877787807814457e-17
Sample 60 $\theta=0.90$,0.5698214658749134,4.2327252813834093e-16,0.40675436890865213,2.983724378680108e-16,0.24768670737503573,9.992007221626409e-16,0.25966465765586433,3.3306690738754696e-16,0.16692113071689813,5.551115123125783e-16
Sample 61 $\theta=0.00$,0.0017377950894841288,5.551115123125783e-16,0.8362185612620425,5.273559366969494e-16,0.0001331104311039777,6.661338147750939e-16,0.47564662160483984,7.771561172376096e-16,0.05150575498062038,4.440892098500626e-16
Sample 61 $\theta=0.10$,0.0023442701261405796,5.551115123125783e-16,0.714341340727504,3.885780586188048e-16,2.62318665589234e-05,5.551115123125783e-16,0.40387586748269344,7.771561172376096e-16,0.0448535838041082,4.440892098500626e-16
Sample 61 $\theta=0.20$,0.002915751918205589,5.551115123125783e-16,0.6842301672447637,3.3306690738754696e-16,7.161918240461418e-06,5.551115123125783e-16,0.3851134380072736,7.771561172376096e-16,0.04366458079971591,4.440892098500626e-16
Sample 61 $\theta=0.30$,0.08164641633329672,6.661338147750939e-16,0.09330325319958754,2.220446049250313e-16,0.008864586797806662,3.3306690738754696e-16,0.18799473535507227,3.885780586188048e-16,0.09754443028209903,1.1102230246251565e-16
Sample 61 $\theta=0.40$,0.4333709179291105,7.771561172376096e-16,0.05911005469744157,1.6653345369377348e-16,0.2943495963610087,1.6306400674181987e-15,0.08145340269925944,2.220446049250313e-16,0.03895794643539008,4.163336342344337e-16
Sample 61 $\theta=0.50$,0.08136079873809576,6.661338147750939e-16,0.10364663172165822,1.6653345369377348e-16,0.029684040841469028,2.220446049250313e-16,0.17241288134031696,3.885780586188048e-16,0.07008504256541992,2.220446049250313e-16
Sample 61 $\theta=0.60$,0.1666998349266452,5.551115123125783e-16,0.14369080223480246,2.220446049250313e-16,0.5458834760971427,2.55351295663786e-15,0.04882794640160121,3.885780586188048e-16,0.664418592161874,3.649858193455202e-15
Sample 61 $\theta=0.70$,0.08033956264533637,5.551115123125783e-16,0.37210195745048946,1.942890293094024e-16,0.007181791348201849,4.440892098500626e-16,0.02565655380908044,4.440892098500626e-16,0.11531507773961303,0.0
Sample 61 $\theta=0.80$,0.48167040891415047,7.771561172376096e-16,0.3673502027082917,2.7755575615628914e-16,0.5537560384967855,3.1363800445660672e-15,0.1742693979750129,2.7755575615628914e-16,0.2720992360088871,9.992007221626409e-16
Sample 61 $\theta=0.90$,0.07400500407517163,3.3306690738754696e-16,0.41186570239651216,1.942890293094024e-16,0.43580813171203386,1.887379141862766e-15,0.2416688119138139,3.3306690738754696e-16,0.4906887796052112,2.7478019859472624e-15
Sample 62 $\theta=0.00$,1.44403962941686e-05,5.551115123125783e-16,0.4219675390713783,1.1102230246251565e-16,2.6386573147352266e-05,4.440892098500626e-16,0.24212290460186225,7.771561172376096e-16,0.02519744612687158,5.551115123125783e-16
Sample 62 $\theta=0.10$,0.00020080278100553794,5.551115123125783e-16,0.48343564268685224,0.0,3.844592469204322e-05,4.440892098500626e-16,0.2775184114510566,7.771561172376096e-16,0.028847960698209385,4.440892098500626e-16
Sample 62 $\theta=0.20$,0.0005691219404012626,5.551115123125783e-16,0.48352561648066106,0.0,0.0001941159398617387,4.440892098500626e-16,0.27767159475983805,7.771561172376096e-16,0.028893649743068628,4.440892098500626e-16
Sample 62 $\theta=0.30$,0.07949827521197506,6.661338147750939e-16,0.049509273843457824,2.220446049250313e-16,0.008555054067439394,3.3306690738754696e-16,0.2062080838431477,4.440892098500626e-16,0.09221842798853341,1.1102230246251565e-16
Sample 62 $\theta=0.40$,0.06154645537794545,6.661338147750939e-16,0.10661301916923926,1.6653345369377348e-16,0.01786112508082882,3.3306690738754696e-16,0.17659493713784324,3.885780586188048e-16,0.10120235229065233,1.1102230246251565e-16
Sample 62 $\theta=0.50$,0.024465246144468544,5.551115123125783e-16,0.02758778692985342,2.7755575615628914e-16,0.04990773461135578,1.1102230246251565e-16,0.20545523263628562,3.885780586188048e-16,0.1152587484178429,0.0
Sample 62 $\theta=0.60$,0.09131237241336454,6.661338147750939e-16,0.02307771017909943,3.3306690738754696e-16,0.04631894298053152,1.1102230246251565e-16,0.23995290133098968,3.885780586188048e-16,0.03428645023448551,4.440892098500626e-16
Sample 62 $\theta=0.70$,0.3443211364236056,0.0,0.036005240836415375,2.7755575615628914e-16,0.3295440914175751,1.4432899320127035e-15,0.04905010313891345,2.7755575615628914e-16,0.04310530420415537,5.551115123125783e-16
Sample 62 $\theta=0.80$,0.010250831560980722,4.440892098500626e-16,0.4559061993774922,9.992007221626409e-16,0.19009280199659628,8.881784197001252e-16,0.4082118616545879,2.7755575615628914e-16,0.1361174807799963,1.1102230246251565e-15
Sample 62 $\theta=0.90$,0.03299616026364249,4.440892098500626e-16,0.24606210213972363,2.7755575615628914e-17,0.18573267202341714,5.551115123125783e-16,0.0399448228522436,3.3306690738754696e-16,0.1367863476072767,1.1102230246251565e-15
Sample 63 $\theta=0.00$,0.001345219850127124,1.1275702593849246e-17,0.139166247984479,1.942890293094024e-16,0.0005414471020619037,5.767955557622884e-17,0.07823720118791981,9.540979117872439e-18,0.010937295755793828,5.0523821237824507e-17
Sample 63 $\theta=0.10$,0.007713101500261806,2.0816681711721685e-17,0.17896315328426618,2.498001805406602e-16,0.002168874609433981,5.811323644522304e-17,0.10178315227482629,1.1275702593849246e-17,0.014686130148477028,6.938893903907228e-17
Sample 63 $\theta=0.20$,1.7671781292388777e-05,2.0816681711721685e-17,0.2260743225742685,3.3306690738754696e-16,0.010336035416355721,3.642919299551295e-17,0.12393307584976451,6.938893903907228e-18,0.006519728604730456,3.122502256758253e-17
Sample 63 $\theta=0.30$,0.06274020170359132,5.724587470723463e-17,0.27070174826503146,1.3877787807814457e-16,0.010714700967456577,1.1362438767648086e-16,0.3448904223845862,2.7755575615628914e-16,0.05309602887388646,2.975050761300224e-16
Sample 63 $\theta=0.40$,0.046506815575286214,2.42861286636753e-17,0.1536240029777206,5.551115123125783e-17,0.030010747507972974,1.726049858596923e-16,0.26898054257958615,2.7755575615628914e-16,0.04596615991949138,2.671474153004283e-16
Sample 63 $\theta=0.50$,0.5042347234769393,3.191891195797325e-16,0.38839311704279944,3.5388358909926865e-16,0.2198571848834282,1.3322676295501878e-15,0.20254011076434436,3.885780586188048e-16,0.6390362631718862,2.886579864025407e-15
Sample 63 $\theta=0.60$,0.043299745614381685,1.3877787807814457e-17,0.11257117137320816,1.1102230246251565e-16,0.0622916824855788,3.469446951953614e-16,0.22100461401307392,2.220446049250313e-16,0.0005934090049275753,6.938893903907228e-17
Sample 63 $\theta=0.70$,0.23067634607576637,7.771561172376096e-16,0.03721757827011918,2.7755575615628914e-16,0.07514195052100747,1.1102230246251565e-16,0.13007097498743025,3.3306690738754696e-16,0.1454081985195098,1.2212453270876722e-15
Sample 63 $\theta=0.80$,0.10551376977910365,4.440892098500626e-16,0.358492711392466,1.5265566588595902e-16,0.1839527812799363,5.551115123125783e-16,0.10265201436059912,3.3306690738754696e-16,0.18046405939820653,1.3322676295501878e-15
Sample 63 $\theta=0.90$,0.18202291175266894,5.551115123125783e-16,0.4116956401053296,1.942890293094024e-16,0.2438740589045224,7.771561172376096e-16,0.11586600702855737,3.885780586188048e-16,0.2849668716133832,1.887379141862766e-15
Sample 64 $\theta=0.00$,0.07601264550982259,0.0,0.011614843296857885,6.938893903907228e-18,0.15796664768121152,8.326672684688674e-16,0.060940847961619415,4.163336342344337e-17,0.25731490200604323,1.1657341758564144e-15
Sample 64 $\theta=0.10$,0.2140736695632794,6.938893903907228e-17,0.10086635928294718,1.1102230246251565e-16,0.24705126420602708,1.27675647831893e-15,0.1884131230145224,6.938893903907228e-17,0.49818363977613755,2.3314683517128287e-15
Sample 64 $\theta=0.20$,0.015145592673386596,8.326672684688674e-17,0.14172500006957828,1.942890293094024e-16,0.14332860461356042,7.025630077706069e-16,0.11516367607687053,2.0816681711721685e-17,0.15334791615508822,6.938893903907228e-16
Sample 64 $\theta=0.30$,0.1545482998654491,2.498001805406602e-16,0.0757202280168362,1.6653345369377348e-16,0.107517530560022,5.880712583561376e-16,0.18588487724363173,2.220446049250313e-16,0.09185016675363827,5.551115123125783e-16
Sample 64 $\theta=0.40$,0.049561099567015154,1.3877787807814457e-16,0.10350634397377129,1.6653345369377348e-16,0.05179372351820166,1.942890293094024e-16,0.1797344573389295,2.220446049250313e-16,0.16513762464917592,9.43689570931383e-16
Sample 64 $\theta=0.50$,0.029170741453796445,1.3877787807814457e-17,0.38077108429379586,2.7755575615628914e-16,0.027517106715716055,2.7755575615628914e-16,0.3745657740453407,2.7755575615628914e-16,0.031271472541374634,2.3592239273284576e-16
Sample 64 $\theta=0.60$,0.6127881008009457,3.3306690738754696e-16,0.020276029557014297,2.7755575615628914e-16,0.3164187592325812,1.4432899320127035e-15,0.07556308935791145,3.3306690738754696e-16,0.17930938074208247,5.551115123125783e-16
Sample 64 $\theta=0.70$,0.07757698153641357,2.220446049250313e-16,0.20430121832746612,0.0,0.06771371345623795,1.1102230246251565e-16,0.1055474565072062,3.3306690738754696e-16,0.1082208686444533,8.326672684688674e-16
Sample 64 $\theta=0.80$,0.13569192985811396,5.551115123125783e-16,0.38474890958845065,1.6653345369377348e-16,0.13223868185879684,1.1102230246251565e-16,0.04743195854545501,3.885780586188048e-16,0.09991445347555095,9.992007221626409e-16
Sample 64 $\theta=0.90$,0.2138779070406246,6.661338147750939e-16,0.3807396732432313,1.6653345369377348e-16,0.12769405242836807,2.220446049250313e-16,0.09083975759013685,3.3306690738754696e-16,0.18357565617480742,1.3322676295501878e-15
Sample 65 $\theta=0.00$,0.0007520971488388069,1.5178830414797062e-17,0.2098366924717523,3.0531133177191805e-16,0.0006025276914630611,8.131516293641283e-17,0.11532553393502859,1.214306433183765e-17,0.015828183225289904,7.19910242530375e-17
Sample 65 $\theta=0.10$,0.0023710495211454502,2.5153490401663703e-17,0.3753833558715049,4.996003610813204e-16,0.0006765742794133615,1.463672932855431e-16,0.21376002762432497,3.122502256758253e-17,0.02451173394881946,1.0820337681405334e-16
