ContextType,ContextLabel,TargetModel,Dose,MeanDisagreement,StdDisagreement,NumPoints,ContextRawSize
negation,no_negation,BERT,0.6000000000000001,0.286956364485377,0.10647617705555383,200,675
negation,no_negation,BERT,0.7000000000000001,0.279681945938064,0.11279172052420516,200,675
negation,no_negation,BERT,0.8,0.2996166462478868,0.12368666335272158,200,675
negation,no_negation,BERT,0.9,0.34511126924306157,0.14173006170276203,200,675
negation,no_negation,DistilBERT,0.0,0.43482562017434245,0.21423374593861316,200,675
negation,no_negation,DistilBERT,0.1,0.43309953169955406,0.1720182471927098,200,675
negation,no_negation,DistilBERT,0.2,0.4447119504086732,0.1484164015663013,200,675
negation,no_negation,DistilBERT,0.30000000000000004,0.37967743180521213,0.12688264093173784,200,675
negation,no_negation,DistilBERT,0.4,0.35655889917859895,0.11644455571430774,200,675
negation,no_negation,DistilBERT,0.5,0.33314338140393374,0.12200243001269545,200,675
negation,no_negation,DistilBERT,0.6000000000000001,0.3489685596583149,0.13795887095190582,200,675
negation,no_negation,DistilBERT,0.7000000000000001,0.3492618977467646,0.1839267143565237,200,675
negation,no_negation,DistilBERT,0.8,0.37533313575651844,0.20216101429501254,200,675
negation,no_negation,DistilBERT,0.9,0.44818227348383516,0.2155745303042566,200,675
negation,no_negation,RoBERTa,0.0,0.14635447840959387,0.10256745430733771,200,675
negation,no_negation,RoBERTa,0.1,0.1505615101080184,0.09423041398541894,200,675
negation,no_negation,RoBERTa,0.2,0.16429440280437121,0.10325867326185717,200,675
negation,no_negation,RoBERTa,0.30000000000000004,0.23186668408761762,0.08627469869117796,200,675
negation,no_negation,RoBERTa,0.4,0.2664093917081118,0.07912111789069359,200,675
negation,no_negation,RoBERTa,0.5,0.2691037753090495,0.07612548045272785,200,675
negation,no_negation,RoBERTa,0.6000000000000001,0.2775182859133201,0.08441567661856493,200,675
negation,no_negation,RoBERTa,0.7000000000000001,0.2647591734780872,0.09588142678287875,200,675
negation,no_negation,RoBERTa,0.8,0.2872291447648604,0.10294516171959744,200,675
negation,no_negation,RoBERTa,0.9,0.32756704060244374,0.10383815493918386,200,675
negation,no_negation,ALBERT,0.0,0.15396812153652717,0.11691863415001177,200,675
negation,no_negation,ALBERT,0.1,0.1561666584048362,0.10885210109871071,200,675
negation,no_negation,ALBERT,0.2,0.17242426584442,0.11116811600652421,200,675
negation,no_negation,ALBERT,0.30000000000000004,0.31613117445584066,0.12027452622084403,200,675
negation,no_negation,ALBERT,0.4,0.3527937059546457,0.08440022334551286,200,675
negation,no_negation,ALBERT,0.5,0.34300305560434935,0.08746376029318999,200,675
negation,no_negation,ALBERT,0.6000000000000001,0.34019621001665656,0.09125830805268936,200,675
negation,no_negation,ALBERT,0.7000000000000001,0.3305146452531335,0.10270727543924424,200,675
negation,no_negation,ALBERT,0.8,0.314977147513855,0.10296289804700458,200,675
