City,PeerName,Weight,Rank,HorizonSteps,CacheHash,ModelType
kassel,paris,0.015347869030548597,7,12,abd00d5cef12,histgb
kassel,luzern,0.007268604254871931,8,12,abd00d5cef12,histgb
kassel,madrid,0.006236559237777424,9,12,abd00d5cef12,histgb
kassel,losangeles,2.7492013097618526e-06,10,12,abd00d5cef12,histgb
kassel,cagliari,8.075792861839055e-07,11,12,abd00d5cef12,histgb
kassel,bern,3.1240241282539775e-07,12,12,abd00d5cef12,histgb
kassel,bordeaux,-4.792283506986802e-09,13,12,abd00d5cef12,histgb
kassel,toulouse,-8.127553044358802e-07,14,12,abd00d5cef12,histgb
kassel,rotterdam,-1.0963124027166188e-06,15,12,abd00d5cef12,histgb
kassel,augsburg,-1.1311062944715507e-06,16,12,abd00d5cef12,histgb
kassel,stuttgart,-1.2296919832728048e-06,17,12,abd00d5cef12,histgb
kassel,manchester,-1.3716535553985344e-06,18,12,abd00d5cef12,histgb
kassel,essen,-4.259346163218613e-06,19,12,abd00d5cef12,histgb
kassel,bremen,-5.227803637437761e-06,20,12,abd00d5cef12,histgb
kassel,london,-5.346329340773648e-06,21,12,abd00d5cef12,histgb
kassel,basel,-5.704875340219669e-06,22,12,abd00d5cef12,histgb
kassel,strasbourg,-6.179408322989172e-06,23,12,abd00d5cef12,histgb
kassel,hamburg,-6.58469724176527e-06,24,12,abd00d5cef12,histgb
kassel,bolton,-6.803663558147497e-06,25,12,abd00d5cef12,histgb
kassel,zurich,-8.973629214191804e-06,26,12,abd00d5cef12,histgb
kassel,constance,-9.649040883001976e-06,27,12,abd00d5cef12,histgb
kassel,graz,-9.848914049756506e-06,28,12,abd00d5cef12,histgb
kassel,darmstadt,-1.0797905944120705e-05,29,12,abd00d5cef12,histgb
kassel,wolfsburg,-1.130999005000811e-05,30,12,abd00d5cef12,histgb
kassel,speyer,-1.3952962568080516e-05,31,12,abd00d5cef12,histgb
london,augsburg,0.20867681362292312,1,12,abd00d5cef12,histgb
london,stuttgart,0.15089786424303306,2,12,abd00d5cef12,histgb
london,zurich,0.14838891591302064,3,12,abd00d5cef12,histgb
london,darmstadt,0.14054186510976888,4,12,abd00d5cef12,histgb
london,hamburg,0.10122721261843119,5,12,abd00d5cef12,histgb
london,kassel,0.08783908867317898,6,12,abd00d5cef12,histgb
london,speyer,0.04910700546488215,7,12,abd00d5cef12,histgb
london,manchester,0.0444630915167444,8,12,abd00d5cef12,histgb
london,cagliari,0.029369662525862022,9,12,abd00d5cef12,histgb
london,madrid,0.020377236185696177,10,12,abd00d5cef12,histgb
london,marseille,0.015233765889285718,11,12,abd00d5cef12,histgb
london,losangeles,0.0038850247859631266,12,12,abd00d5cef12,histgb
london,paris,6.432390849006484e-06,13,12,abd00d5cef12,histgb
london,santander,4.014824253502897e-06,14,12,abd00d5cef12,histgb
london,rotterdam,3.030561465668755e-06,15,12,abd00d5cef12,histgb
london,bern,1.1434363192533309e-06,16,12,abd00d5cef12,histgb
london,bremen,1.0908741844129046e-06,17,12,abd00d5cef12,histgb
london,luzern,7.796255004129794e-07,18,12,abd00d5cef12,histgb
london,wolfsburg,6.021398935764693e-07,19,12,abd00d5cef12,histgb
london,GLOBAL,4.7232101464311946e-07,20,12,abd00d5cef12,histgb
london,taipeh,3.5587559595889894e-07,21,12,abd00d5cef12,histgb
london,toronto,2.72434209352064e-07,22,12,abd00d5cef12,histgb
london,strasbourg,-1.0732476934992319e-07,23,12,abd00d5cef12,histgb
london,toulouse,-5.61488993241338e-07,24,12,abd00d5cef12,histgb
london,essen,-1.6038939388199762e-06,25,12,abd00d5cef12,histgb
london,graz,-3.2853387008296996e-06,26,12,abd00d5cef12,histgb
london,torino,-3.3923206028579674e-06,27,12,abd00d5cef12,histgb
london,bolton,-3.4117603811171928e-06,28,12,abd00d5cef12,histgb
london,basel,-3.5236699340632024e-06,29,12,abd00d5cef12,histgb
london,bordeaux,-3.6153161808061684e-06,30,12,abd00d5cef12,histgb
london,constance,-6.26416519105541e-06,31,12,abd00d5cef12,histgb
losangeles,marseille,0.28504231502480615,1,12,abd00d5cef12,histgb
losangeles,taipeh,0.20169325120360468,2,12,abd00d5cef12,histgb
losangeles,manchester,0.17551870326406135,3,12,abd00d5cef12,histgb
losangeles,madrid,0.15940713556783845,4,12,abd00d5cef12,histgb
losangeles,rotterdam,0.07528327841128456,5,12,abd00d5cef12,histgb
losangeles,basel,0.05126894218437725,6,12,abd00d5cef12,histgb
losangeles,GLOBAL,0.03132201468775084,7,12,abd00d5cef12,histgb
losangeles,augsburg,0.01542822015058054,8,12,abd00d5cef12,histgb
losangeles,toulouse,0.005031042157612983,9,12,abd00d5cef12,histgb
losangeles,essen,8.794595797228117e-07,10,12,abd00d5cef12,histgb
losangeles,darmstadt,7.306840416309572e-07,11,12,abd00d5cef12,histgb
losangeles,graz,6.240625211309269e-07,12,12,abd00d5cef12,histgb
losangeles,wolfsburg,5.077492371368053e-07,13,12,abd00d5cef12,histgb
losangeles,constance,4.3376197964287574e-07,14,12,abd00d5cef12,histgb
losangeles,toronto,4.2748999328856427e-07,15,12,abd00d5cef12,histgb
losangeles,bolton,3.5741591955570375e-07,16,12,abd00d5cef12,histgb
losangeles,paris,3.376450760249622e-07,17,12,abd00d5cef12,histgb
losangeles,bern,2.789030248511221e-07,18,12,abd00d5cef12,histgb
losangeles,speyer,2.7491230620605476e-07,19,12,abd00d5cef12,histgb
losangeles,santander,2.0521703298180808e-07,20,12,abd00d5cef12,histgb
losangeles,london,8.709617104579137e-08,21,12,abd00d5cef12,histgb
losangeles,bremen,6.448988032743756e-08,22,12,abd00d5cef12,histgb
losangeles,stuttgart,2.580381542250055e-08,23,12,abd00d5cef12,histgb
losangeles,strasbourg,1.8074549207404064e-08,24,12,abd00d5cef12,histgb
losangeles,zurich,1.0846156640180596e-08,25,12,abd00d5cef12,histgb
losangeles,cagliari,5.13067842376838e-09,26,12,abd00d5cef12,histgb
losangeles,torino,-8.89978355181836e-09,27,12,abd00d5cef12,histgb
losangeles,kassel,-2.2678087688253347e-08,28,12,abd00d5cef12,histgb
losangeles,luzern,-2.5112433355280776e-08,29,12,abd00d5cef12,histgb
losangeles,bordeaux,-4.907969034669475e-08,30,12,abd00d5cef12,histgb
losangeles,hamburg,-7.050194107660521e-08,31,12,abd00d5cef12,histgb
luzern,GLOBAL,0.991482489753543,1,12,abd00d5cef12,histgb
luzern,losangeles,0.04661857904782084,2,12,abd00d5cef12,histgb
luzern,bolton,0.002522988504295429,3,12,abd00d5cef12,histgb
luzern,torino,0.0014315272569568902,4,12,abd00d5cef12,histgb
luzern,madrid,0.0005068209154549864,5,12,abd00d5cef12,histgb
luzern,bordeaux,0.0002305571953321995,6,12,abd00d5cef12,histgb
luzern,constance,0.00011830276315994096,7,12,abd00d5cef12,histgb
luzern,taipeh,1.406167248857634e-05,8,12,abd00d5cef12,histgb
luzern,bern,-0.00021966041344432757,9,12,abd00d5cef12,histgb
luzern,cagliari,-0.00022787480310031233,10,12,abd00d5cef12,histgb
luzern,toulouse,-0.0003428279502401215,11,12,abd00d5cef12,histgb
luzern,speyer,-0.0005216535461260168,12,12,abd00d5cef12,histgb
luzern,graz,-0.0005826128818887285,13,12,abd00d5cef12,histgb
luzern,paris,-0.0006659322914215886,14,12,abd00d5cef12,histgb
luzern,marseille,-0.0008752048431066778,15,12,abd00d5cef12,histgb
luzern,manchester,-0.0011327674770291766,16,12,abd00d5cef12,histgb
luzern,basel,-0.0012680978647403806,17,12,abd00d5cef12,histgb
luzern,toronto,-0.0015158090762998721,18,12,abd00d5cef12,histgb
luzern,london,-0.001576137941213887,19,12,abd00d5cef12,histgb
luzern,stuttgart,-0.0019697112729078195,20,12,abd00d5cef12,histgb
luzern,essen,-0.0020119073732536652,21,12,abd00d5cef12,histgb
luzern,zurich,-0.002053247467441272,22,12,abd00d5cef12,histgb
luzern,wolfsburg,-0.002086179647907779,23,12,abd00d5cef12,histgb
luzern,augsburg,-0.002375110530598182,24,12,abd00d5cef12,histgb
luzern,bremen,-0.0024595277751450484,25,12,abd00d5cef12,histgb
luzern,kassel,-0.0024975005507918116,26,12,abd00d5cef12,histgb
luzern,darmstadt,-0.0028041060261859777,27,12,abd00d5cef12,histgb
luzern,hamburg,-0.002990169274273032,28,12,abd00d5cef12,histgb
luzern,strasbourg,-0.0039223923180353535,29,12,abd00d5cef12,histgb
luzern,rotterdam,-0.003976787187598234,30,12,abd00d5cef12,histgb
luzern,santander,-0.004824545111127249,31,12,abd00d5cef12,histgb
madrid,taipeh,0.5596580040546218,1,12,abd00d5cef12,histgb
madrid,bordeaux,0.11961723768800905,2,12,abd00d5cef12,histgb
madrid,losangeles,0.07709352080401197,3,12,abd00d5cef12,histgb
madrid,manchester,0.0706147913482535,4,12,abd00d5cef12,histgb
madrid,torino,0.0545431861909651,5,12,abd00d5cef12,histgb
madrid,toulouse,0.04299783572542601,6,12,abd00d5cef12,histgb
madrid,kassel,0.02996273519736818,7,12,abd00d5cef12,histgb
madrid,paris,0.024784472794090958,8,12,abd00d5cef12,histgb
madrid,cagliari,0.019319272598079754,9,12,abd00d5cef12,histgb
madrid,marseille,0.002512019178971162,10,12,abd00d5cef12,histgb
madrid,hamburg,1.3261202599750853e-05,11,12,abd00d5cef12,histgb
madrid,luzern,9.801147319974172e-06,12,12,abd00d5cef12,histgb
madrid,augsburg,7.952377646452952e-06,13,12,abd00d5cef12,histgb
madrid,bern,6.43797217681433e-06,14,12,abd00d5cef12,histgb
madrid,GLOBAL,-2.4296830813375597e-06,15,12,abd00d5cef12,histgb
madrid,london,-4.429607647693065e-06,16,12,abd00d5cef12,histgb
madrid,strasbourg,-1.3212936047007988e-05,17,12,abd00d5cef12,histgb
madrid,stuttgart,-2.075216011306932e-05,18,12,abd00d5cef12,histgb
madrid,bremen,-2.970202463143843e-05,19,12,abd00d5cef12,histgb
madrid,rotterdam,-3.1327827743954203e-05,20,12,abd00d5cef12,histgb
madrid,santander,-3.335000177235727e-05,21,12,abd00d5cef12,histgb
madrid,zurich,-4.3001698496546394e-05,22,12,abd00d5cef12,histgb
madrid,wolfsburg,-4.340496156981662e-05,23,12,abd00d5cef12,histgb
madrid,darmstadt,-6.886325966501374e-05,24,12,abd00d5cef12,histgb
madrid,bolton,-7.624696787352165e-05,25,12,abd00d5cef12,histgb
madrid,basel,-8.827661049451558e-05,26,12,abd00d5cef12,histgb
madrid,toronto,-0.00010465518607318082,27,12,abd00d5cef12,histgb
madrid,speyer,-0.00012660213326544956,28,12,abd00d5cef12,histgb
madrid,essen,-0.00012748273808919214,29,12,abd00d5cef12,histgb
madrid,graz,-0.00014984475838554715,30,12,abd00d5cef12,histgb
madrid,constance,-0.00017630240582281934,31,12,abd00d5cef12,histgb
manchester,bolton,0.41132827309030895,1,12,abd00d5cef12,histgb
manchester,torino,0.287402953223102,2,12,abd00d5cef12,histgb
manchester,strasbourg,0.10543404190015644,3,12,abd00d5cef12,histgb
manchester,GLOBAL,0.06170880433070146,4,12,abd00d5cef12,histgb
manchester,marseille,0.050656387950071435,5,12,abd00d5cef12,histgb
manchester,augsburg,0.043164581952292794,6,12,abd00d5cef12,histgb
manchester,losangeles,0.02145691191993713,7,12,abd00d5cef12,histgb
manchester,taipeh,0.01827653432142154,8,12,abd00d5cef12,histgb
manchester,luzern,0.0005828966297481407,9,12,abd00d5cef12,histgb
manchester,bern,3.121975815995932e-05,10,12,abd00d5cef12,histgb
manchester,constance,5.615345799771166e-06,11,12,abd00d5cef12,histgb
manchester,stuttgart,3.169915820798947e-06,12,12,abd00d5cef12,histgb
manchester,essen,2.140823963593325e-06,13,12,abd00d5cef12,histgb
manchester,toulouse,1.1654485329767569e-06,14,12,abd00d5cef12,histgb
manchester,darmstadt,5.290006592086881e-07,15,12,abd00d5cef12,histgb
manchester,bremen,-1.1465251228658438e-07,16,12,abd00d5cef12,histgb
manchester,basel,-4.882540321269933e-07,17,12,abd00d5cef12,histgb
manchester,santander,-1.2805538139131432e-06,18,12,abd00d5cef12,histgb
manchester,cagliari,-1.5620367235768662e-06,19,12,abd00d5cef12,histgb
manchester,london,-1.711541507114022e-06,20,12,abd00d5cef12,histgb
manchester,bordeaux,-1.8827593315209138e-06,21,12,abd00d5cef12,histgb
manchester,wolfsburg,-2.062648609977605e-06,22,12,abd00d5cef12,histgb
manchester,kassel,-2.7379697183524e-06,23,12,abd00d5cef12,histgb
manchester,graz,-2.9779506821956266e-06,24,12,abd00d5cef12,histgb
manchester,zurich,-3.1688931353572163e-06,25,12,abd00d5cef12,histgb
manchester,hamburg,-3.5707725923950997e-06,26,12,abd00d5cef12,histgb
manchester,toronto,-3.6330484128613652e-06,27,12,abd00d5cef12,histgb
manchester,rotterdam,-4.348395599309661e-06,28,12,abd00d5cef12,histgb
manchester,madrid,-5.760781480080024e-06,29,12,abd00d5cef12,histgb
manchester,speyer,-9.710062660581464e-06,30,12,abd00d5cef12,histgb
manchester,paris,-1.0195912706264814e-05,31,12,abd00d5cef12,histgb
marseille,cagliari,0.333769097216546,1,12,abd00d5cef12,histgb
marseille,torino,0.2939701943338829,2,12,abd00d5cef12,histgb
marseille,GLOBAL,0.1782822014824683,3,12,abd00d5cef12,histgb
marseille,kassel,0.08704568623248378,4,12,abd00d5cef12,histgb
marseille,manchester,0.04741652074859704,5,12,abd00d5cef12,histgb
marseille,paris,0.0354444462076161,6,12,abd00d5cef12,histgb
marseille,taipeh,0.01663655708861424,7,12,abd00d5cef12,histgb
marseille,toulouse,0.0065251052208653995,8,12,abd00d5cef12,histgb
marseille,luzern,0.0008967149972949608,9,12,abd00d5cef12,histgb
marseille,bremen,7.082358753545069e-06,10,12,abd00d5cef12,histgb
marseille,rotterdam,6.4667463744736635e-06,11,12,abd00d5cef12,histgb
marseille,hamburg,5.680746992348811e-06,12,12,abd00d5cef12,histgb
marseille,london,3.3413120919188753e-06,13,12,abd00d5cef12,histgb
marseille,santander,2.9659773409923427e-06,14,12,abd00d5cef12,histgb
marseille,bordeaux,2.834253791073759e-06,15,12,abd00d5cef12,histgb
marseille,darmstadt,2.7998617544342073e-06,16,12,abd00d5cef12,histgb
marseille,wolfsburg,2.4144712290385125e-06,17,12,abd00d5cef12,histgb
marseille,augsburg,2.334779187943e-06,18,12,abd00d5cef12,histgb
marseille,essen,1.929370746678049e-06,19,12,abd00d5cef12,histgb
marseille,strasbourg,1.9012395764050667e-06,20,12,abd00d5cef12,histgb
marseille,zurich,6.75841203856706e-07,21,12,abd00d5cef12,histgb
marseille,bern,1.460685757444346e-07,22,12,abd00d5cef12,histgb
marseille,madrid,-1.3388021392467044e-07,23,12,abd00d5cef12,histgb
marseille,constance,-4.463079790244811e-07,24,12,abd00d5cef12,histgb
marseille,speyer,-6.692776095402011e-07,25,12,abd00d5cef12,histgb
marseille,stuttgart,-1.8686487673850743e-06,26,12,abd00d5cef12,histgb
marseille,losangeles,-2.9740034260023126e-06,27,12,abd00d5cef12,histgb
marseille,toronto,-4.479550341977898e-06,28,12,abd00d5cef12,histgb
marseille,bolton,-4.524627479733818e-06,29,12,abd00d5cef12,histgb
marseille,graz,-5.218699934189371e-06,30,12,abd00d5cef12,histgb
marseille,basel,-6.7781248548595675e-06,31,12,abd00d5cef12,histgb
paris,GLOBAL,0.8407694242838999,1,12,abd00d5cef12,histgb
paris,santander,0.10137290782755055,2,12,abd00d5cef12,histgb
paris,bern,0.025057319626420632,3,12,abd00d5cef12,histgb
paris,graz,0.012773417493463135,4,12,abd00d5cef12,histgb
paris,constance,0.012234005398728149,5,12,abd00d5cef12,histgb
paris,toronto,0.008734068512951861,6,12,abd00d5cef12,histgb
paris,speyer,0.0075302683891763905,7,12,abd00d5cef12,histgb
paris,basel,0.00647085265816269,8,12,abd00d5cef12,histgb
paris,essen,0.004372345330789203,9,12,abd00d5cef12,histgb
paris,bordeaux,0.002398170664432084,10,12,abd00d5cef12,histgb
paris,wolfsburg,0.002271612498850054,11,12,abd00d5cef12,histgb
paris,zurich,0.0016185473584499864,12,12,abd00d5cef12,histgb
paris,stuttgart,0.001129865682040212,13,12,abd00d5cef12,histgb
paris,kassel,0.00026145453942496324,14,12,abd00d5cef12,histgb
paris,darmstadt,-8.646192992690832e-06,15,12,abd00d5cef12,histgb
paris,torino,-0.00018623117366150241,16,12,abd00d5cef12,histgb
paris,taipeh,-0.00039984645409299414,17,12,abd00d5cef12,histgb
paris,toulouse,-0.00047789982574048516,18,12,abd00d5cef12,histgb
paris,marseille,-0.0007292860043437898,19,12,abd00d5cef12,histgb
paris,luzern,-0.0010395351088810089,20,12,abd00d5cef12,histgb
paris,london,-0.0010870408643660415,21,12,abd00d5cef12,histgb
paris,cagliari,-0.0012467770357159238,22,12,abd00d5cef12,histgb
paris,madrid,-0.001287181235985837,23,12,abd00d5cef12,histgb
paris,bremen,-0.0012914647277542006,24,12,abd00d5cef12,histgb
paris,augsburg,-0.0018622289916314873,25,12,abd00d5cef12,histgb
paris,strasbourg,-0.001962607534273739,26,12,abd00d5cef12,histgb
paris,bolton,-0.0019811658940579154,27,12,abd00d5cef12,histgb
paris,losangeles,-0.0022887252997552125,28,12,abd00d5cef12,histgb
paris,rotterdam,-0.003128501254212783,29,12,abd00d5cef12,histgb
paris,manchester,-0.0033902852964445606,30,12,abd00d5cef12,histgb
paris,hamburg,-0.004698025063259302,31,12,abd00d5cef12,histgb
rotterdam,essen,0.3559135643432627,1,12,abd00d5cef12,histgb
rotterdam,kassel,0.20087035302587014,2,12,abd00d5cef12,histgb
rotterdam,darmstadt,0.18742641820864359,3,12,abd00d5cef12,histgb
rotterdam,toronto,0.1509503970899999,4,12,abd00d5cef12,histgb
rotterdam,basel,0.07033644554735792,5,12,abd00d5cef12,histgb
rotterdam,london,0.016675410609761004,6,12,abd00d5cef12,histgb
rotterdam,bern,0.011335720240870182,7,12,abd00d5cef12,histgb
rotterdam,paris,0.006592843269393908,8,12,abd00d5cef12,histgb
rotterdam,manchester,1.9688437670387113e-05,9,12,abd00d5cef12,histgb
rotterdam,bolton,1.1943621620209282e-05,10,12,abd00d5cef12,histgb
rotterdam,stuttgart,1.1424467542552782e-05,11,12,abd00d5cef12,histgb
rotterdam,constance,9.227939910561736e-06,12,12,abd00d5cef12,histgb
rotterdam,speyer,2.890254880721026e-06,13,12,abd00d5cef12,histgb
rotterdam,marseille,3.8117484086687713e-07,14,12,abd00d5cef12,histgb
rotterdam,luzern,1.2161978454916707e-07,15,12,abd00d5cef12,histgb
rotterdam,toulouse,-3.2384146737926154e-07,16,12,abd00d5cef12,histgb
rotterdam,hamburg,-4.3373767154949546e-07,17,12,abd00d5cef12,histgb
rotterdam,losangeles,-4.4726724437529374e-07,18,12,abd00d5cef12,histgb
rotterdam,strasbourg,-1.364352048905809e-06,19,12,abd00d5cef12,histgb
rotterdam,madrid,-2.9926714836031312e-06,20,12,abd00d5cef12,histgb
rotterdam,augsburg,-4.4965781662136506e-06,21,12,abd00d5cef12,histgb
rotterdam,zurich,-5.29612008612524e-06,22,12,abd00d5cef12,histgb
rotterdam,santander,-5.607140807584179e-06,23,12,abd00d5cef12,histgb
rotterdam,torino,-8.83190997197801e-06,24,12,abd00d5cef12,histgb
rotterdam,cagliari,-1.002765841081146e-05,25,12,abd00d5cef12,histgb
rotterdam,bordeaux,-1.1562689261036869e-05,26,12,abd00d5cef12,histgb
rotterdam,taipeh,-1.1998444944976333e-05,27,12,abd00d5cef12,histgb
rotterdam,bremen,-1.2408897200880193e-05,28,12,abd00d5cef12,histgb
rotterdam,wolfsburg,-1.346725351262592e-05,29,12,abd00d5cef12,histgb
rotterdam,GLOBAL,-1.6926530314225872e-05,30,12,abd00d5cef12,histgb
rotterdam,graz,-5.053911165850751e-05,31,12,abd00d5cef12,histgb
santander,toronto,0.32159839881627766,1,12,abd00d5cef12,histgb
santander,paris,0.26531506127559956,2,12,abd00d5cef12,histgb
santander,constance,0.2504051790282042,3,12,abd00d5cef12,histgb
santander,kassel,0.15824549978036148,4,12,abd00d5cef12,histgb
santander,darmstadt,0.004596874871571701,5,12,abd00d5cef12,histgb
santander,bern,2.2176848168103547e-05,6,12,abd00d5cef12,histgb
santander,essen,2.0859141272608407e-05,7,12,abd00d5cef12,histgb
santander,manchester,1.772928861679742e-05,8,12,abd00d5cef12,histgb
santander,taipeh,1.0235807859467595e-05,9,12,abd00d5cef12,histgb
santander,marseille,9.453759098000076e-06,10,12,abd00d5cef12,histgb
santander,toulouse,7.382438229160046e-06,11,12,abd00d5cef12,histgb
santander,bolton,7.217477851904843e-06,12,12,abd00d5cef12,histgb
santander,madrid,6.953125817415822e-06,13,12,abd00d5cef12,histgb
santander,augsburg,5.082615962735615e-06,14,12,abd00d5cef12,histgb
santander,losangeles,4.7073321617951385e-06,15,12,abd00d5cef12,histgb
santander,graz,3.7447044151129696e-06,16,12,abd00d5cef12,histgb
santander,torino,2.677089650978833e-06,17,12,abd00d5cef12,histgb
santander,luzern,5.7619949117508645e-08,18,12,abd00d5cef12,histgb
santander,GLOBAL,-1.732792779072299e-06,19,12,abd00d5cef12,histgb
santander,bremen,-4.530235879136307e-06,20,12,abd00d5cef12,histgb
santander,wolfsburg,-5.564087136339525e-06,21,12,abd00d5cef12,histgb
santander,hamburg,-5.7963615567868665e-06,22,12,abd00d5cef12,histgb
santander,bordeaux,-6.746387321545348e-06,23,12,abd00d5cef12,histgb
santander,strasbourg,-1.0608035535383539e-05,24,12,abd00d5cef12,histgb
santander,stuttgart,-1.4048177230408704e-05,25,12,abd00d5cef12,histgb
santander,rotterdam,-1.5254128889903504e-05,26,12,abd00d5cef12,histgb
santander,cagliari,-2.4124509543133295e-05,27,12,abd00d5cef12,histgb
santander,london,-2.805354361358191e-05,28,12,abd00d5cef12,histgb
santander,basel,-3.809080952852601e-05,29,12,abd00d5cef12,histgb
santander,zurich,-5.510852282606004e-05,30,12,abd00d5cef12,histgb
santander,speyer,-6.993501313886906e-05,31,12,abd00d5cef12,histgb
speyer,bremen,0.4605498219850324,1,12,abd00d5cef12,histgb
speyer,constance,0.2188779496926597,2,12,abd00d5cef12,histgb
speyer,darmstadt,0.17042282514958637,3,12,abd00d5cef12,histgb
speyer,hamburg,0.14103266658949346,4,12,abd00d5cef12,histgb
speyer,manchester,0.009262798268590685,5,12,abd00d5cef12,histgb
speyer,paris,2.0999625573874806e-05,6,12,abd00d5cef12,histgb
speyer,cagliari,8.225182998618356e-06,7,12,abd00d5cef12,histgb
speyer,marseille,6.136364657474258e-06,8,12,abd00d5cef12,histgb
speyer,toronto,2.953872196400538e-06,9,12,abd00d5cef12,histgb
speyer,taipeh,1.8834156387135027e-06,10,12,abd00d5cef12,histgb
speyer,luzern,1.8848688114664968e-07,11,12,abd00d5cef12,histgb
speyer,madrid,-3.0566543598759046e-07,12,12,abd00d5cef12,histgb
speyer,zurich,-4.015510674299615e-07,13,12,abd00d5cef12,histgb
speyer,wolfsburg,-4.595860165735342e-07,14,12,abd00d5cef12,histgb
speyer,strasbourg,-1.204506750869702e-06,15,12,abd00d5cef12,histgb
speyer,london,-3.3590903893934137e-06,16,12,abd00d5cef12,histgb
speyer,bern,-5.331168633762368e-06,17,12,abd00d5cef12,histgb
speyer,kassel,-6.4542057788601615e-06,18,12,abd00d5cef12,histgb
speyer,torino,-7.4751286669349256e-06,19,12,abd00d5cef12,histgb
speyer,GLOBAL,-7.82409004115684e-06,20,12,abd00d5cef12,histgb
speyer,stuttgart,-8.830822626300881e-06,21,12,abd00d5cef12,histgb
speyer,toulouse,-9.392270794618482e-06,22,12,abd00d5cef12,histgb
speyer,bordeaux,-1.0609577952357149e-05,23,12,abd00d5cef12,histgb
speyer,augsburg,-1.1248918825333973e-05,24,12,abd00d5cef12,histgb
speyer,basel,-1.1966099403913837e-05,25,12,abd00d5cef12,histgb
speyer,rotterdam,-1.283311345896177e-05,26,12,abd00d5cef12,histgb
speyer,losangeles,-1.3856717119421578e-05,27,12,abd00d5cef12,histgb
speyer,graz,-1.4752051430384166e-05,28,12,abd00d5cef12,histgb
speyer,essen,-1.5460137644075145e-05,29,12,abd00d5cef12,histgb
speyer,santander,-1.9035177249358125e-05,30,12,abd00d5cef12,histgb
speyer,bolton,-2.5749509600044383e-05,31,12,abd00d5cef12,histgb
strasbourg,hamburg,0.19601668676016729,1,12,abd00d5cef12,histgb
strasbourg,zurich,0.15337250811860034,2,12,abd00d5cef12,histgb
strasbourg,cagliari,0.11146031316438412,3,12,abd00d5cef12,histgb
strasbourg,speyer,0.11107940168666595,4,12,abd00d5cef12,histgb
strasbourg,toulouse,0.10077715969270994,5,12,abd00d5cef12,histgb
strasbourg,bremen,0.09405378220409297,6,12,abd00d5cef12,histgb
strasbourg,manchester,0.08224885269015096,7,12,abd00d5cef12,histgb
strasbourg,london,0.038562485673500416,8,12,abd00d5cef12,histgb
strasbourg,darmstadt,0.037398268340069214,9,12,abd00d5cef12,histgb
strasbourg,marseille,0.02087744659984384,10,12,abd00d5cef12,histgb
strasbourg,GLOBAL,0.020591654834482363,11,12,abd00d5cef12,histgb
strasbourg,torino,0.013140421854182615,12,12,abd00d5cef12,histgb
strasbourg,rotterdam,0.011351398032666805,13,12,abd00d5cef12,histgb
strasbourg,bern,0.009074335580959403,14,12,abd00d5cef12,histgb
strasbourg,losangeles,1.170736652196387e-07,15,12,abd00d5cef12,histgb
strasbourg,taipeh,8.375247232346889e-08,16,12,abd00d5cef12,histgb
strasbourg,madrid,1.5494210780867393e-08,17,12,abd00d5cef12,histgb
strasbourg,luzern,2.7875793079715406e-09,18,12,abd00d5cef12,histgb
strasbourg,augsburg,-2.1619129634070138e-08,19,12,abd00d5cef12,histgb
strasbourg,kassel,-2.59088314407986e-08,20,12,abd00d5cef12,histgb
strasbourg,paris,-5.552882744604714e-08,21,12,abd00d5cef12,histgb
strasbourg,bolton,-9.136218048108928e-08,22,12,abd00d5cef12,histgb
strasbourg,santander,-1.2519857638760144e-07,23,12,abd00d5cef12,histgb
strasbourg,bordeaux,-1.4791840414867866e-07,24,12,abd00d5cef12,histgb
strasbourg,wolfsburg,-3.0948194897848146e-07,25,12,abd00d5cef12,histgb
strasbourg,stuttgart,-4.3773186662431726e-07,26,12,abd00d5cef12,histgb
strasbourg,graz,-5.048581998118183e-07,27,12,abd00d5cef12,histgb
strasbourg,essen,-5.184833281549834e-07,28,12,abd00d5cef12,histgb
strasbourg,basel,-6.405968483591306e-07,29,12,abd00d5cef12,histgb
strasbourg,constance,-8.079812955732798e-07,30,12,abd00d5cef12,histgb
strasbourg,toronto,-1.2423210067808698e-06,31,12,abd00d5cef12,histgb
stuttgart,london,0.23788951959886526,1,12,abd00d5cef12,histgb
stuttgart,toronto,0.21152024599552044,2,12,abd00d5cef12,histgb
stuttgart,basel,0.19873863228491928,3,12,abd00d5cef12,histgb
stuttgart,essen,0.15226775762367223,4,12,abd00d5cef12,histgb
stuttgart,zurich,0.11198014789749408,5,12,abd00d5cef12,histgb
stuttgart,torino,0.04673111291789123,6,12,abd00d5cef12,histgb
stuttgart,bolton,0.03527723199251932,7,12,abd00d5cef12,histgb
stuttgart,luzern,0.003718211235932691,8,12,abd00d5cef12,histgb
stuttgart,wolfsburg,0.001783599343372798,9,12,abd00d5cef12,histgb
stuttgart,constance,3.9684333070981414e-05,10,12,abd00d5cef12,histgb
stuttgart,speyer,1.939718084121236e-05,11,12,abd00d5cef12,histgb
stuttgart,graz,1.8256421335010487e-05,12,12,abd00d5cef12,histgb
stuttgart,manchester,9.448151688613908e-06,13,12,abd00d5cef12,histgb
stuttgart,bremen,9.061338751302632e-06,14,12,abd00d5cef12,histgb
stuttgart,cagliari,8.62629732293039e-06,15,12,abd00d5cef12,histgb
stuttgart,strasbourg,7.970493979722998e-06,16,12,abd00d5cef12,histgb
